Country Name,Series Name,Time,Value
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Ukraine,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
United Arab Emirates,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
United Kingdom,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
United States,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Uruguay,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,3.5
